asset_readiness,band,capture_safety,complexity_penalty,effort,id,implementability,metric_upside,pillar,placement,regression_risk,risk,score,stage_targets,status,title,visual_roi
1.0,A,0.95,0.0,S,WPN-004,1.0,1.0,weapon_ads,additive_emissive,0.1,low,85.0,ADS,candidate,Glove Trigger-Guard Contact Band,0.55
1.0,A,0.95,0.0,S,WPN-005,1.0,1.0,weapon_ads,additive_emissive,0.1,low,85.0,ADS,candidate,Glove Thumb Contact Notch,0.55
1.0,A,0.95,0.0,S,WPN-008,1.0,1.0,weapon_ads,additive_emissive,0.1,low,85.0,ADS,candidate,Igla Nose-Cap Direction Marker,0.55
1.0,A,0.95,0.0,S,WPN-013,1.0,1.0,weapon_ads,additive_emissive,0.1,low,85.0,ADS,candidate,Igla Grip Contact Pin,0.55
1.0,A,0.95,0.0,S,WPN-016,1.0,1.0,weapon_ads,additive_emissive,0.1,low,85.0,ADS,candidate,Sight-Line Alignment Marker,0.55
1.0,A,0.95,0.0,S,WPN-018,1.0,1.0,weapon_ads,additive_emissive,0.1,low,85.0,ADS,candidate,Trigger Finger Contact Sliver,0.55
1.0,A,0.95,0.0,S,WPN-020,1.0,1.0,weapon_ads,additive_emissive,0.1,low,85.0,ADS,candidate,Barrel-to-Glove Overlap Tick,0.55
1.0,B,0.55,0.0,S,MAT-001,1.0,1.0,materials,unlit_hf_only,0.1,low,84.5,YakBeauty|PropNose,candidate,Yak airframe bright N/R breakup,0.8
1.0,B,0.55,0.0,S,MAT-010,1.0,1.0,materials,unlit_hf_only,0.1,low,84.5,ADS,candidate,Rifle worn edge pass,0.8
1.0,B,0.55,0.0,S,MAT-016,1.0,1.0,materials,unlit_hf_only,0.1,low,84.5,PropNose|YakBeauty,candidate,Airframe contact AO restraint,0.8
1.0,A,0.95,0.0,S,MAT-019,1.0,0.7,materials,additive_emissive,0.1,low,84.5,YakBeauty,candidate,Subtle airframe heat stain,0.55
1.0,B,0.55,0.0,S,AIR-006,1.0,1.0,aircraft,unlit_hf_only,0.1,low,84.5,PropHub,candidate,Hub bolt-ring HF dots,0.8
1.0,B,0.55,0.0,S,AIR-019,1.0,1.0,aircraft,unlit_hf_only,0.1,low,84.5,YakBeauty,candidate,Yak fastener micro-cluster,0.8
1.0,A,0.95,0.0,S,VFX-003,1.0,0.7,vfx,additive_emissive,0.1,low,84.5,Combat|YakBeauty,candidate,Thin gun smoke ribbon,0.55
1.0,A,0.95,0.0,S,VFX-004,1.0,0.7,vfx,additive_emissive,0.1,low,84.5,Combat,candidate,Gun smoke puffs,0.55
1.0,A,0.95,0.0,S,VFX-009,1.0,0.7,vfx,additive_emissive,0.1,low,84.5,City|Combat,candidate,Low-density flak puffs,0.55
1.0,B,0.55,0.0,S,CO-008,1.0,1.0,city_ocean,unlit_hf_only,0.1,low,82.0,Harbor|Ocean,candidate,Pier edge rhythm blocks,0.8
1.0,B,0.55,0.0,S,CO-013,1.0,1.0,city_ocean,unlit_hf_only,0.1,low,82.0,Ocean|Wide,candidate,Wet-sand value plane,0.8
1.0,B,0.55,0.0,S,WPN-014,1.0,1.0,weapon_ads,unlit_hf_only,0.1,low,82.0,ADS,candidate,Muzzle Device Vent Notches,0.8
1.0,A,1.0,0.45,M,MAT-020,0.7,0.7,materials,behind_wall,0.1,low,81.5,City|Ocean,candidate,Protected wide-view material balance,0.8
1.0,B,0.55,0.0,S,MAT-002,1.0,1.0,materials,unlit_hf_only,0.1,low,79.5,Prop|YakBeauty,candidate,Airframe panel seam dirt accents,0.55
1.0,B,0.55,0.0,S,MAT-003,1.0,1.0,materials,unlit_hf_only,0.1,low,79.5,PropNose|Cockpit,candidate,Airframe rivet glint control,0.55
1.0,B,0.55,0.0,S,MAT-004,1.0,1.0,materials,unlit_hf_only,0.1,low,79.5,YakBeauty,candidate,Wing-root grime crescent,0.55
1.0,B,0.55,0.0,S,MAT-006,1.0,1.0,materials,unlit_hf_only,0.1,low,79.5,Prop|PropNose,candidate,Prop disc radial readability,0.55
1.0,B,0.55,0.0,S,MAT-008,1.0,1.0,materials,unlit_hf_only,0.1,low,79.5,PropNose,candidate,Prop blade-root wear marks,0.55
1.0,B,0.55,0.0,S,MAT-011,1.0,1.0,materials,unlit_hf_only,0.1,low,79.5,ADS,candidate,Rifle recess dirt pinstripes,0.55
1.0,B,0.55,0.0,S,AIR-012,1.0,1.0,aircraft,unlit_hf_only,0.1,low,79.5,Cockpit,candidate,Glove knuckle plane,0.55
1.0,B,0.55,0.0,S,CO-017,1.0,1.0,city_ocean,unlit_hf_only,0.1,low,77.0,City,candidate,Apartment corrugated service strip,0.55
1.0,B,0.55,0.0,S,WPN-001,1.0,1.0,weapon_ads,unlit_hf_only,0.1,low,77.0,ADS,candidate,Rifle Receiver Edge Stripe,0.55
1.0,B,0.55,0.0,S,WPN-002,1.0,1.0,weapon_ads,unlit_hf_only,0.1,low,77.0,ADS,candidate,Iron Sight Front Post Highlight,0.55
1.0,B,0.55,0.0,S,WPN-003,1.0,1.0,weapon_ads,unlit_hf_only,0.1,low,77.0,ADS,candidate,Barrel Crown Ring Cue,0.55
1.0,B,0.55,0.0,S,WPN-006,1.0,1.0,weapon_ads,unlit_hf_only,0.1,low,77.0,ADS,candidate,Rear Sight Aperture Interior,0.55
1.0,B,0.55,0.0,S,WPN-007,1.0,1.0,weapon_ads,unlit_hf_only,0.1,low,77.0,ADS,candidate,Igla Launcher Recognition Band,0.55
1.0,B,0.55,0.0,S,WPN-009,1.0,1.0,weapon_ads,unlit_hf_only,0.1,low,77.0,ADS,candidate,Bolt-Handle Separation Tick,0.55
1.0,B,0.55,0.0,S,WPN-010,1.0,1.0,weapon_ads,unlit_hf_only,0.1,low,77.0,ADS,candidate,Glove Knuckle Facet Pair,0.55
1.0,B,0.55,0.0,S,WPN-011,1.0,1.0,weapon_ads,unlit_hf_only,0.1,low,77.0,ADS,candidate,Front Sight Base Corner Mark,0.55
1.0,B,0.55,0.0,S,WPN-012,1.0,1.0,weapon_ads,unlit_hf_only,0.1,low,77.0,ADS,candidate,Rifle Rail Slot Rhythm,0.55
1.0,B,0.55,0.0,S,WPN-015,1.0,1.0,weapon_ads,unlit_hf_only,0.1,low,77.0,ADS,candidate,Glove Wrist Cuff Break,0.55
1.0,B,0.55,0.0,S,WPN-017,1.0,1.0,weapon_ads,unlit_hf_only,0.1,low,77.0,ADS,candidate,Igla Tube Hatch Corner,0.55
1.0,B,0.55,0.0,S,WPN-019,1.0,1.0,weapon_ads,unlit_hf_only,0.1,low,77.0,ADS,candidate,Iron-Sight Rear Shoulder Edge,0.55
1.0,B,0.55,0.0,S,MAT-005,1.0,0.7,materials,unlit_hf_only,0.1,low,76.5,Prop|YakBeauty,candidate,Airframe dirt gradient,0.55
1.0,B,0.55,0.0,S,MAT-009,1.0,0.7,materials,unlit_hf_only,0.1,low,76.5,ADS,candidate,Rifle tan value breakup,0.55
1.0,B,0.55,0.0,S,MAT-017,1.0,0.7,materials,unlit_hf_only,0.1,low,76.5,Prop|YakBeauty,candidate,Airframe roughness fleck pass,0.55
1.0,B,0.55,0.45,M,MAT-012,0.7,1.0,materials,unlit_hf_only,0.1,low,75.5,ADS,candidate,Rifle metal-neutral hardware,0.8
